File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MCD43A4_061_Nadir_Reflectance_Band3_doy2012025_aid0001,Nadir_Reflectance_Band3,aid0001,2012-01-25,152820.0,0.0,0.973,"(0.0,0.973)",0.1587343,0.1941214,0.0376831,0.253125,0.5875,0.0452,0.0,0.0302
MCD43A4_061_Nadir_Reflectance_Band3_doy2012026_aid0001,Nadir_Reflectance_Band3,aid0001,2012-01-26,127081.0,0.0,0.9914,"(0.0,0.9914)",0.2660232,0.2494989,0.0622497,0.4512,0.9914,0.2158,0.0,0.0357
MCD43A4_061_Nadir_Reflectance_Band3_doy2012027_aid0001,Nadir_Reflectance_Band3,aid0001,2012-01-27,88165.0,0.0,0.9775,"(0.0,0.9775)",0.3225583,0.2309221,0.053325,0.4975,0.9775,0.3261,0.0,0.0728
MCD43A4_061_Nadir_Reflectance_Band3_doy2012028_aid0001,Nadir_Reflectance_Band3,aid0001,2012-01-28,124055.0,0.0,0.978,"(0.0,0.978)",0.339758,0.2042276,0.0417089,0.48295,0.9003,0.352,0.0,0.2045
MCD43A4_061_Nadir_Reflectance_Band3_doy2012029_aid0001,Nadir_Reflectance_Band3,aid0001,2012-01-29,142846.0,0.0,0.9756,"(0.0,0.9756)",0.356214,0.1984659,0.0393887,0.4969,0.8935,0.3694,0.0,0.2325
MCD43A4_061_Nadir_Reflectance_Band3_doy2012030_aid0001,Nadir_Reflectance_Band3,aid0001,2012-01-30,155416.0,0.0,0.9753,"(0.0,0.9753)",0.3629478,0.1931397,0.0373029,0.4989,0.8783,0.3739,0.0,0.2459
MCD43A4_061_Nadir_Reflectance_Band3_doy2012031_aid0001,Nadir_Reflectance_Band3,aid0001,2012-01-31,154074.0,0.0001,0.9759,"(0.0001,0.9759)",0.380824,0.1772556,0.0314196,0.502,0.8515,0.3813,0.0001,0.269
MCD43A4_061_Nadir_Reflectance_Band3_doy2012032_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-01,153131.0,0.0001,0.9764,"(0.0001,0.9764)",0.3989698,0.162002,0.0262446,0.5079,0.84,0.3906,0.0001,0.2864
MCD43A4_061_Nadir_Reflectance_Band3_doy2012033_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-02,157804.0,0.0001,0.9845,"(0.0001,0.9845)",0.3993778,0.1595337,0.025451,0.5061,0.8359,0.3893,0.0001,0.2862
MCD43A4_061_Nadir_Reflectance_Band3_doy2012034_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-03,160011.0,0.0002,0.9845,"(0.0002,0.9845)",0.4026968,0.1571571,0.0246984,0.5073,0.8352,0.3907,0.0002,0.2887
MCD43A4_061_Nadir_Reflectance_Band3_doy2012035_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-04,157713.0,0.0006,0.9784,"(0.0006,0.9784)",0.40717,0.1503616,0.0226086,0.5027,0.8132,0.3937,0.0006,0.2957
MCD43A4_061_Nadir_Reflectance_Band3_doy2012036_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-05,162952.0,0.0004,0.9898,"(0.0004,0.9898)",0.4184694,0.1593865,0.0254041,0.5248,0.8656,0.4039,0.0004,0.2976
MCD43A4_061_Nadir_Reflectance_Band3_doy2012037_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-06,169422.0,0.0004,0.9883,"(0.0004,0.9883)",0.4183014,0.1595382,0.0254524,0.5231,0.8605,0.4033,0.0004,0.2981
MCD43A4_061_Nadir_Reflectance_Band3_doy2012038_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-07,162137.0,0.0004,0.9869,"(0.0004,0.9869)",0.4076059,0.1562795,0.0244233,0.5099,0.8393,0.3927,0.0004,0.2903
MCD43A4_061_Nadir_Reflectance_Band3_doy2012039_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-08,166335.0,0.0004,0.9854,"(0.0004,0.9854)",0.4048125,0.1577911,0.024898,0.5036,0.8261,0.3898,0.0004,0.2886
MCD43A4_061_Nadir_Reflectance_Band3_doy2012040_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-09,169493.0,0.0,0.991,"(0.0,0.991)",0.4019769,0.1607026,0.0258253,0.5018,0.8258,0.3877,0.0,0.2858
MCD43A4_061_Nadir_Reflectance_Band3_doy2012041_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-10,174069.0,0.0,0.9837,"(0.0,0.9837)",0.3935583,0.1677656,0.0281453,0.4995,0.8343,0.3819,0.0,0.2762
MCD43A4_061_Nadir_Reflectance_Band3_doy2012042_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-11,185705.0,0.0,0.9914,"(0.0,0.9914)",0.3881444,0.1715781,0.029439,0.4969,0.839,0.3756,0.0,0.2688
MCD43A4_061_Nadir_Reflectance_Band3_doy2012043_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-12,186309.0,0.0002,0.9892,"(0.0002,0.9892)",0.3895208,0.1763743,0.0311079,0.5007,0.8518,0.3761,0.0002,0.2666
MCD43A4_061_Nadir_Reflectance_Band3_doy2012044_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-13,177933.0,0.0,0.9879,"(0.0,0.9879)",0.3795516,0.1756175,0.0308415,0.4932,0.8463,0.3685,0.0,0.2578
MCD43A4_061_Nadir_Reflectance_Band3_doy2012045_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-14,187499.0,0.0,0.9903,"(0.0,0.9903)",0.3660406,0.1900381,0.0361145,0.491,0.8728,0.3588,0.0,0.2364
MCD43A4_061_Nadir_Reflectance_Band3_doy2012046_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-15,184999.0,0.0,0.9837,"(0.0,0.9837)",0.3472546,0.1970513,0.0388292,0.4803,0.8846,0.3425,0.0,0.2107
MCD43A4_061_Nadir_Reflectance_Band3_doy2012047_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-16,188013.0,0.0,0.992,"(0.0,0.992)",0.3480471,0.2010926,0.0404382,0.4853,0.9041,0.3459,0.0,0.206
MCD43A4_061_Nadir_Reflectance_Band3_doy2012048_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-17,201119.0,0.0,0.9957,"(0.0,0.9957)",0.3376964,0.2157521,0.046549,0.4858,0.9563,0.3355,0.0,0.1721
MCD43A4_061_Nadir_Reflectance_Band3_doy2012049_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-18,208481.0,0.0,0.9952,"(0.0,0.9952)",0.3368736,0.2185885,0.0477809,0.4856,0.9617,0.334,0.0,0.168
MCD43A4_061_Nadir_Reflectance_Band3_doy2012050_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-19,191739.0,0.0,0.9941,"(0.0,0.9941)",0.3073416,0.2135228,0.045592,0.4574,0.9732,0.3044,0.0,0.1119
MCD43A4_061_Nadir_Reflectance_Band3_doy2012051_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-20,199253.0,0.0,0.9875,"(0.0,0.9875)",0.297547,0.2165729,0.0469038,0.4508,0.9875,0.2931,0.0,0.0609
MCD43A4_061_Nadir_Reflectance_Band3_doy2012052_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-21,205461.0,0.0,0.9989,"(0.0,0.9989)",0.2901168,0.2269248,0.0514949,0.4526,0.9989,0.2768,0.0,0.0493
MCD43A4_061_Nadir_Reflectance_Band3_doy2012053_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-22,211748.0,0.0,0.9981,"(0.0,0.9981)",0.2876847,0.2285093,0.0522165,0.4521,0.9981,0.2748,0.0,0.0472
MCD43A4_061_Nadir_Reflectance_Band3_doy2012054_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-23,205145.0,0.0,0.9974,"(0.0,0.9974)",0.2677658,0.2248919,0.0505764,0.434,0.9974,0.2476,0.0,0.0429
MCD43A4_061_Nadir_Reflectance_Band3_doy2012055_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-24,219473.0,0.0,0.9966,"(0.0,0.9966)",0.2816153,0.2361226,0.0557539,0.4538,0.9966,0.2624,0.0,0.0434
MCD43A4_061_Nadir_Reflectance_Band3_doy2012056_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-25,210164.0,0.0,0.9958,"(0.0,0.9958)",0.2551059,0.2281112,0.0520347,0.4269,0.9958,0.2175,0.0,0.04
MCD43A4_061_Nadir_Reflectance_Band3_doy2012057_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-26,210434.0,0.0,0.995,"(0.0,0.995)",0.2285003,0.2250154,0.0506319,0.3884,0.9146,0.1521,0.0,0.0376
MCD43A4_061_Nadir_Reflectance_Band3_doy2012058_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-27,220124.0,0.0,0.9992,"(0.0,0.9992)",0.2239517,0.2337846,0.0546552,0.3826,0.9017,0.1004,0.0,0.0365
MCD43A4_061_Nadir_Reflectance_Band3_doy2012059_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-28,215373.0,0.0,0.9982,"(0.0,0.9982)",0.2118325,0.2314858,0.0535857,0.362,0.8514,0.0587,0.0,0.0357
MCD43A4_061_Nadir_Reflectance_Band3_doy2012060_aid0001,Nadir_Reflectance_Band3,aid0001,2012-02-29,222558.0,0.0,0.9975,"(0.0,0.9975)",0.2181153,0.238047,0.0566664,0.3769,0.8884,0.0585,0.0,0.0359
MCD43A4_061_Nadir_Reflectance_Band3_doy2012061_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-01,221148.0,0.0,0.9937,"(0.0,0.9937)",0.2151454,0.2426379,0.0588731,0.368525,0.868,0.0548,0.0,0.0355
MCD43A4_061_Nadir_Reflectance_Band3_doy2012062_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-02,217226.0,0.0,0.9921,"(0.0,0.9921)",0.2071453,0.2385007,0.0568826,0.3516,0.8263,0.0528,0.0,0.0351
MCD43A4_061_Nadir_Reflectance_Band3_doy2012063_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-03,216455.0,0.0,0.9967,"(0.0,0.9967)",0.2016995,0.2348646,0.0551614,0.3359,0.7872,0.0521,0.0,0.035
MCD43A4_061_Nadir_Reflectance_Band3_doy2012064_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-04,214540.0,0.0,0.9953,"(0.0,0.9953)",0.1986505,0.2330833,0.0543278,0.3289,0.77,0.0516,0.0,0.0348
MCD43A4_061_Nadir_Reflectance_Band3_doy2012065_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-05,210041.0,0.0,0.9956,"(0.0,0.9956)",0.1926843,0.2303624,0.0530668,0.315,0.7357,0.0505,0.0,0.0345
MCD43A4_061_Nadir_Reflectance_Band3_doy2012066_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-06,212877.0,0.0,0.9977,"(0.0,0.9977)",0.1937383,0.2312448,0.0534742,0.3165,0.7393,0.0503,0.0,0.0346
MCD43A4_061_Nadir_Reflectance_Band3_doy2012067_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-07,216178.0,0.0,0.998,"(0.0,0.998)",0.1989203,0.2347128,0.0550901,0.3301,0.7733,0.0504,0.0,0.0346
MCD43A4_061_Nadir_Reflectance_Band3_doy2012068_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-08,215723.0,0.0,0.999,"(0.0,0.999)",0.196459,0.2332811,0.0544201,0.3263,0.7641,0.0499,0.0,0.0344
MCD43A4_061_Nadir_Reflectance_Band3_doy2012069_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-09,216869.0,0.0,0.9969,"(0.0,0.9969)",0.1999394,0.23688,0.0561121,0.3383,0.7944,0.0497,0.0,0.0342
MCD43A4_061_Nadir_Reflectance_Band3_doy2012070_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-10,218000.0,0.0,0.9977,"(0.0,0.9977)",0.2016069,0.2391644,0.0571996,0.3441,0.8089,0.0497,0.0,0.0342
MCD43A4_061_Nadir_Reflectance_Band3_doy2012071_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-11,217028.0,0.0,0.998,"(0.0,0.998)",0.1893337,0.2314606,0.053574,0.3185,0.7457,0.0481,0.0,0.0337
MCD43A4_061_Nadir_Reflectance_Band3_doy2012072_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-12,216512.0,0.0,0.9931,"(0.0,0.9931)",0.1844216,0.2311497,0.0534302,0.309,0.7224,0.0474,0.0,0.0334
MCD43A4_061_Nadir_Reflectance_Band3_doy2012073_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-13,219577.0,0.0,0.9919,"(0.0,0.9919)",0.1916122,0.2381235,0.0567028,0.329,0.7724,0.0474,0.0,0.0334
MCD43A4_061_Nadir_Reflectance_Band3_doy2012074_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-14,226025.0,0.0,0.9969,"(0.0,0.9969)",0.1975633,0.2393307,0.0572792,0.3421,0.8041,0.0489,0.0,0.0341
MCD43A4_061_Nadir_Reflectance_Band3_doy2012075_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-15,222037.0,0.0,0.9968,"(0.0,0.9968)",0.1891413,0.2366677,0.0560116,0.318,0.745,0.0471,0.0,0.0333
MCD43A4_061_Nadir_Reflectance_Band3_doy2012076_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-16,225782.0,0.0,0.9927,"(0.0,0.9927)",0.1913746,0.235049,0.055248,0.3271,0.7673,0.0478,0.0,0.0336
MCD43A4_061_Nadir_Reflectance_Band3_doy2012077_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-17,223281.0,0.0,0.9965,"(0.0,0.9965)",0.1868878,0.233515,0.0545293,0.3138,0.7347,0.0467,0.0,0.0332
MCD43A4_061_Nadir_Reflectance_Band3_doy2012078_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-18,222483.0,0.0,0.9978,"(0.0,0.9978)",0.1902537,0.2343616,0.0549254,0.32595,0.765,0.0467,0.0,0.0332
MCD43A4_061_Nadir_Reflectance_Band3_doy2012079_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-19,220322.0,0.0,0.9997,"(0.0,0.9997)",0.1997287,0.2359492,0.055672,0.347,0.8174,0.0482,0.0,0.0334
MCD43A4_061_Nadir_Reflectance_Band3_doy2012080_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-20,222252.0,0.0,0.9956,"(0.0,0.9956)",0.201829,0.2384281,0.0568479,0.3525,0.8314,0.0479,0.0,0.0332
MCD43A4_061_Nadir_Reflectance_Band3_doy2012081_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-21,229105.0,0.0,0.9887,"(0.0,0.9887)",0.1998589,0.2365774,0.0559688,0.3442,0.8104,0.0481,0.0,0.0334
MCD43A4_061_Nadir_Reflectance_Band3_doy2012082_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-22,227979.0,0.0,0.9958,"(0.0,0.9958)",0.1894892,0.2320808,0.0538615,0.3197,0.7506,0.0457,0.0,0.0324
MCD43A4_061_Nadir_Reflectance_Band3_doy2012083_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-23,226050.0,0.0,0.9792,"(0.0,0.9792)",0.1801386,0.2263572,0.0512376,0.2983,0.6973,0.0448,0.0,0.0323
MCD43A4_061_Nadir_Reflectance_Band3_doy2012084_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-24,226218.0,0.0,0.997,"(0.0,0.997)",0.1729658,0.2231242,0.0497844,0.2783,0.648,0.0436,0.0,0.0318
MCD43A4_061_Nadir_Reflectance_Band3_doy2012085_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-25,222070.0,0.0,0.9879,"(0.0,0.9879)",0.1626558,0.2166487,0.0469366,0.2505,0.5788,0.0427,0.0,0.0316
MCD43A4_061_Nadir_Reflectance_Band3_doy2012086_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-26,224572.0,0.0,0.9883,"(0.0,0.9883)",0.1636384,0.218788,0.0478682,0.2522,0.5834,0.0424,0.0,0.0314
MCD43A4_061_Nadir_Reflectance_Band3_doy2012087_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-27,223477.0,0.0,0.9872,"(0.0,0.9872)",0.1618156,0.2182728,0.047643,0.2455,0.5666,0.0424,0.0,0.0314
MCD43A4_061_Nadir_Reflectance_Band3_doy2012088_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-28,222949.0,0.0,0.9862,"(0.0,0.9862)",0.1622178,0.2188856,0.0479109,0.243,0.5602,0.0426,0.0,0.0315
MCD43A4_061_Nadir_Reflectance_Band3_doy2012089_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-29,221846.0,0.0,0.9851,"(0.0,0.9851)",0.1587659,0.2160607,0.0466822,0.2312,0.5307,0.0425,0.0,0.0315
MCD43A4_061_Nadir_Reflectance_Band3_doy2012090_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-30,219404.0,0.0,0.9705,"(0.0,0.9705)",0.1544811,0.2120871,0.0449809,0.2147,0.4895,0.0423,0.0,0.0315
MCD43A4_061_Nadir_Reflectance_Band3_doy2012091_aid0001,Nadir_Reflectance_Band3,aid0001,2012-03-31,218604.0,0.0,0.9822,"(0.0,0.9822)",0.1519152,0.2095796,0.0439236,0.2073,0.4713,0.0421,0.0,0.0313
MCD43A4_061_Nadir_Reflectance_Band3_doy2012092_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-01,213179.0,0.0,0.9884,"(0.0,0.9884)",0.1451286,0.2050758,0.0420561,0.1752,0.3912,0.0415,0.0,0.0312
MCD43A4_061_Nadir_Reflectance_Band3_doy2012093_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-02,211925.0,0.0,0.9806,"(0.0,0.9806)",0.1417892,0.2013829,0.0405551,0.1612,0.3566,0.0411,0.0,0.0309
MCD43A4_061_Nadir_Reflectance_Band3_doy2012094_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-03,211666.0,0.0,0.9805,"(0.0,0.9805)",0.142706,0.204156,0.0416797,0.1552,0.3416,0.041,0.0,0.0309
MCD43A4_061_Nadir_Reflectance_Band3_doy2012095_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-04,207134.0,0.0,0.9804,"(0.0,0.9804)",0.1377527,0.2010175,0.040408,0.1074,0.2224,0.0406,0.0,0.0307
MCD43A4_061_Nadir_Reflectance_Band3_doy2012096_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-05,201603.0,0.0,0.9802,"(0.0,0.9802)",0.1340911,0.1994739,0.0397898,0.0737,0.1386,0.04,0.0,0.0304
MCD43A4_061_Nadir_Reflectance_Band3_doy2012097_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-06,184523.0,0.0,0.9864,"(0.0,0.9864)",0.11238,0.1811551,0.0328172,0.055,0.0931,0.0384,0.0,0.0296
MCD43A4_061_Nadir_Reflectance_Band3_doy2012098_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-07,177845.0,0.0,0.9936,"(0.0,0.9936)",0.1082527,0.1800759,0.0324273,0.0529,0.0886,0.0377,0.0,0.0291
MCD43A4_061_Nadir_Reflectance_Band3_doy2012099_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-08,168967.0,0.0,0.9734,"(0.0,0.9734)",0.1011107,0.1752682,0.0307189,0.0506,0.083,0.0373,0.0,0.029
MCD43A4_061_Nadir_Reflectance_Band3_doy2012100_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-09,158865.0,0.0,0.9763,"(0.0,0.9763)",0.0966227,0.1727772,0.0298519,0.0489,0.0798,0.0363,0.0,0.0283
MCD43A4_061_Nadir_Reflectance_Band3_doy2012101_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-10,156082.0,0.0,0.9819,"(0.0,0.9819)",0.1028878,0.1843505,0.0339851,0.0481,0.0794,0.0351,0.0,0.0272
MCD43A4_061_Nadir_Reflectance_Band3_doy2012102_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-11,47026.0,0.0,0.9855,"(0.0,0.9855)",0.1292537,0.2172959,0.0472175,0.0536,0.0992,0.03325,0.0,0.0231
MCD43A4_061_Nadir_Reflectance_Band3_doy2012103_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-12,46147.0,0.0,0.9853,"(0.0,0.9853)",0.1318642,0.2200817,0.048436,0.0547,0.102,0.0331,0.0,0.0231
MCD43A4_061_Nadir_Reflectance_Band3_doy2012104_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-13,48395.0,0.0,0.9892,"(0.0,0.9892)",0.1382026,0.2260925,0.0511178,0.0592,0.1122,0.0339,0.0,0.0237
MCD43A4_061_Nadir_Reflectance_Band3_doy2012105_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-14,49250.0,0.0,0.993,"(0.0,0.993)",0.1392311,0.2265153,0.0513092,0.060575,0.1155,0.0342,0.0,0.0239
MCD43A4_061_Nadir_Reflectance_Band3_doy2012106_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-15,58014.0,0.0,0.9741,"(0.0,0.9741)",0.1211361,0.2036124,0.041458,0.0599,0.1128,0.0351,0.0,0.0246
MCD43A4_061_Nadir_Reflectance_Band3_doy2012107_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-16,73781.0,0.0,0.9764,"(0.0,0.9764)",0.1312339,0.2160751,0.0466885,0.0619,0.1163,0.0359,0.0,0.0256
MCD43A4_061_Nadir_Reflectance_Band3_doy2012108_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-17,74462.0,0.0,0.9787,"(0.0,0.9787)",0.1405716,0.2210763,0.0488747,0.0776,0.1538,0.0382,0.0,0.0268
MCD43A4_061_Nadir_Reflectance_Band3_doy2012109_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-18,63587.0,0.0,0.9833,"(0.0,0.9833)",0.1419272,0.2214031,0.0490193,0.0799,0.1579,0.0398,0.0,0.0278
MCD43A4_061_Nadir_Reflectance_Band3_doy2012110_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-19,102967.0,0.0,0.9879,"(0.0,0.9879)",0.1059389,0.1930874,0.0372827,0.0475,0.0829,0.0317,0.0,0.0239
MCD43A4_061_Nadir_Reflectance_Band3_doy2012111_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-20,115221.0,0.0,0.9926,"(0.0,0.9926)",0.1086662,0.1932927,0.0373621,0.0477,0.0808,0.0329,0.0,0.0256
MCD43A4_061_Nadir_Reflectance_Band3_doy2012112_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-21,124732.0,0.0,0.9973,"(0.0,0.9973)",0.099641,0.1820848,0.0331549,0.0456,0.075,0.0328,0.0,0.026
MCD43A4_061_Nadir_Reflectance_Band3_doy2012113_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-22,142810.0,0.0,0.9883,"(0.0,0.9883)",0.098896,0.1814947,0.0329403,0.0451,0.0737,0.0328,0.0,0.026
MCD43A4_061_Nadir_Reflectance_Band3_doy2012114_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-23,145409.0,0.0,0.9896,"(0.0,0.9896)",0.1013483,0.1845159,0.0340461,0.0455,0.0746,0.033,0.0,0.0261
MCD43A4_061_Nadir_Reflectance_Band3_doy2012115_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-24,145324.0,0.0,0.9943,"(0.0,0.9943)",0.1012689,0.1841782,0.0339216,0.0456,0.0748,0.0331,0.0,0.0261
MCD43A4_061_Nadir_Reflectance_Band3_doy2012116_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-25,147727.0,0.0,0.999,"(0.0,0.999)",0.0994729,0.1824676,0.0332944,0.0451,0.0739,0.0329,0.0,0.0259
MCD43A4_061_Nadir_Reflectance_Band3_doy2012117_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-26,149490.0,0.0,0.9946,"(0.0,0.9946)",0.0903602,0.1710235,0.029249,0.0433,0.07,0.0323,0.0,0.0255
MCD43A4_061_Nadir_Reflectance_Band3_doy2012118_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-27,161933.0,0.0,0.9986,"(0.0,0.9986)",0.0894181,0.1693137,0.0286671,0.0425,0.0686,0.0317,0.0,0.0251
MCD43A4_061_Nadir_Reflectance_Band3_doy2012119_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-28,164264.0,0.0,0.9905,"(0.0,0.9905)",0.0887265,0.1680752,0.0282493,0.0425,0.0687,0.0317,0.0,0.025
MCD43A4_061_Nadir_Reflectance_Band3_doy2012120_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-29,163632.0,0.0,0.9946,"(0.0,0.9946)",0.0867068,0.1648671,0.0271811,0.0425,0.0687,0.0318,0.0,0.025
MCD43A4_061_Nadir_Reflectance_Band3_doy2012121_aid0001,Nadir_Reflectance_Band3,aid0001,2012-04-30,165964.0,0.0,0.9987,"(0.0,0.9987)",0.0855532,0.1636013,0.0267654,0.0423,0.0687,0.0316,0.0,0.0247
MCD43A4_061_Nadir_Reflectance_Band3_doy2012122_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-01,163943.0,0.0,0.9975,"(0.0,0.9975)",0.0815241,0.1587185,0.0251916,0.0417,0.0673,0.0313,0.0,0.0246
MCD43A4_061_Nadir_Reflectance_Band3_doy2012123_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-02,162211.0,0.0,0.9882,"(0.0,0.9882)",0.0753197,0.1481102,0.0219366,0.0411,0.0661,0.0311,0.0,0.0244
MCD43A4_061_Nadir_Reflectance_Band3_doy2012124_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-03,164191.0,0.0,0.9633,"(0.0,0.9633)",0.0717285,0.1409065,0.0198546,0.0411,0.0658,0.0313,0.0,0.0246
MCD43A4_061_Nadir_Reflectance_Band3_doy2012125_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-04,174806.0,0.0,0.9585,"(0.0,0.9585)",0.0697779,0.1380413,0.0190554,0.0406,0.065,0.0309,0.0,0.0243
MCD43A4_061_Nadir_Reflectance_Band3_doy2012126_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-05,169301.0,0.0,0.9467,"(0.0,0.9467)",0.0566961,0.1115382,0.0124408,0.0399,0.0634,0.0309,0.0007,0.0242
MCD43A4_061_Nadir_Reflectance_Band3_doy2012127_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-06,170040.0,0.0,0.9377,"(0.0,0.9377)",0.0568472,0.1142147,0.013045,0.04,0.0643,0.0305,0.0,0.0238
MCD43A4_061_Nadir_Reflectance_Band3_doy2012128_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-07,189219.0,0.0,0.9368,"(0.0,0.9368)",0.0644315,0.1314521,0.0172797,0.0391,0.0647,0.0288,0.0,0.022
MCD43A4_061_Nadir_Reflectance_Band3_doy2012129_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-08,189893.0,0.0,0.9371,"(0.0,0.9371)",0.0644788,0.1312354,0.0172227,0.0393,0.0652,0.0289,0.0,0.022
MCD43A4_061_Nadir_Reflectance_Band3_doy2012130_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-09,189692.0,0.0,0.9339,"(0.0,0.9339)",0.0623656,0.1271856,0.0161762,0.0393,0.0654,0.0289,0.0,0.0219
MCD43A4_061_Nadir_Reflectance_Band3_doy2012131_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-10,201116.0,0.0,0.9533,"(0.0,0.9533)",0.0841176,0.1636047,0.0267665,0.0418,0.0706,0.0299,0.0,0.0226
