File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MCD43A4_061_Nadir_Reflectance_Band1_doy2012108_aid0001,Nadir_Reflectance_Band1,aid0001,2012-04-17,74512.0,0.0,0.9997,"(0.0,0.9997)",0.1563442,0.2221167,0.0493358,0.0925,0.1623,0.0597,0.0,0.0459
MCD43A4_061_Nadir_Reflectance_Band1_doy2012109_aid0001,Nadir_Reflectance_Band1,aid0001,2012-04-18,63522.0,0.0,0.9997,"(0.0,0.9997)",0.1566633,0.222841,0.0496581,0.0917,0.1599,0.0598,0.0,0.0462
MCD43A4_061_Nadir_Reflectance_Band1_doy2012110_aid0001,Nadir_Reflectance_Band1,aid0001,2012-04-19,102864.0,0.0,0.9998,"(0.0,0.9998)",0.1228739,0.1930505,0.0372685,0.0722,0.1182,0.05245,0.0,0.0415
MCD43A4_061_Nadir_Reflectance_Band1_doy2012111_aid0001,Nadir_Reflectance_Band1,aid0001,2012-04-20,115145.0,0.0,0.9985,"(0.0,0.9985)",0.1270496,0.1929561,0.0372321,0.0748,0.1204,0.0551,0.0,0.0444
MCD43A4_061_Nadir_Reflectance_Band1_doy2012112_aid0001,Nadir_Reflectance_Band1,aid0001,2012-04-21,124658.0,0.0,0.9997,"(0.0,0.9997)",0.1190033,0.1816639,0.0330018,0.0733,0.1156,0.0553,0.0028,0.0451
MCD43A4_061_Nadir_Reflectance_Band1_doy2012113_aid0001,Nadir_Reflectance_Band1,aid0001,2012-04-22,142513.0,0.0,0.9995,"(0.0,0.9995)",0.1188865,0.1819633,0.0331107,0.0734,0.1161,0.0554,0.0022,0.0449
MCD43A4_061_Nadir_Reflectance_Band1_doy2012114_aid0001,Nadir_Reflectance_Band1,aid0001,2012-04-23,145124.0,0.0,0.9988,"(0.0,0.9988)",0.1214389,0.1852172,0.0343054,0.0741,0.1176,0.0557,0.0016,0.0451
MCD43A4_061_Nadir_Reflectance_Band1_doy2012115_aid0001,Nadir_Reflectance_Band1,aid0001,2012-04-24,145035.0,0.0,0.9995,"(0.0,0.9995)",0.1213927,0.1848567,0.034172,0.0743,0.1179,0.0558,0.0016,0.0452
MCD43A4_061_Nadir_Reflectance_Band1_doy2012116_aid0001,Nadir_Reflectance_Band1,aid0001,2012-04-25,147477.0,0.0,0.9999,"(0.0,0.9999)",0.1195517,0.1832517,0.0335812,0.0735,0.1164,0.0554,0.002,0.0449
MCD43A4_061_Nadir_Reflectance_Band1_doy2012117_aid0001,Nadir_Reflectance_Band1,aid0001,2012-04-26,149390.0,0.0,0.9991,"(0.0,0.9991)",0.1102708,0.1715292,0.0294223,0.0709,0.1109,0.0544,0.0042,0.0442
MCD43A4_061_Nadir_Reflectance_Band1_doy2012118_aid0001,Nadir_Reflectance_Band1,aid0001,2012-04-27,162060.0,0.0,0.9999,"(0.0,0.9999)",0.1095247,0.1706191,0.0291109,0.0705,0.111,0.0534,0.003,0.0435
MCD43A4_061_Nadir_Reflectance_Band1_doy2012119_aid0001,Nadir_Reflectance_Band1,aid0001,2012-04-28,164318.0,0.0,0.9991,"(0.0,0.9991)",0.1087264,0.1695744,0.0287555,0.0702,0.1105,0.0532,0.003,0.0433
MCD43A4_061_Nadir_Reflectance_Band1_doy2012120_aid0001,Nadir_Reflectance_Band1,aid0001,2012-04-29,163698.0,0.0,0.9999,"(0.0,0.9999)",0.106781,0.1665185,0.0277284,0.07,0.11,0.0532,0.0033,0.0433
MCD43A4_061_Nadir_Reflectance_Band1_doy2012121_aid0001,Nadir_Reflectance_Band1,aid0001,2012-04-30,166275.0,0.0,0.9999,"(0.0,0.9999)",0.1052626,0.1653374,0.0273364,0.0693,0.109,0.0527,0.0031,0.0428
MCD43A4_061_Nadir_Reflectance_Band1_doy2012122_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-01,164259.0,0.0,0.9981,"(0.0,0.9981)",0.10132,0.16032,0.0257025,0.0684,0.1072,0.0524,0.0037,0.0425
MCD43A4_061_Nadir_Reflectance_Band1_doy2012123_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-02,162622.0,0.0,0.9988,"(0.0,0.9988)",0.0953622,0.1504326,0.02263,0.0673,0.1049,0.052,0.0046,0.0422
MCD43A4_061_Nadir_Reflectance_Band1_doy2012124_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-03,164600.0,0.0,0.9996,"(0.0,0.9996)",0.0920651,0.1437589,0.0206666,0.0672,0.1045,0.0521,0.005,0.0423
MCD43A4_061_Nadir_Reflectance_Band1_doy2012125_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-04,175117.0,0.0,0.997,"(0.0,0.997)",0.0904571,0.1410776,0.0199029,0.0669,0.1042,0.0517,0.0047,0.042
MCD43A4_061_Nadir_Reflectance_Band1_doy2012126_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-05,169667.0,0.0,0.9999,"(0.0,0.9999)",0.07759,0.1155383,0.0133491,0.0652,0.1001,0.0513,0.007,0.0419
MCD43A4_061_Nadir_Reflectance_Band1_doy2012127_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-06,170391.0,0.0,0.989,"(0.0,0.989)",0.0775961,0.119189,0.014206,0.0646,0.1,0.0506,0.0056,0.041
MCD43A4_061_Nadir_Reflectance_Band1_doy2012128_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-07,189575.0,0.0,0.9839,"(0.0,0.9839)",0.0854262,0.1383042,0.0191281,0.0645,0.1042,0.0482,0.0,0.038
MCD43A4_061_Nadir_Reflectance_Band1_doy2012129_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-08,190166.0,0.0,0.9933,"(0.0,0.9933)",0.0854841,0.1384889,0.0191792,0.0644,0.1038,0.0482,0.0,0.0381
MCD43A4_061_Nadir_Reflectance_Band1_doy2012130_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-09,189949.0,0.0,0.9941,"(0.0,0.9941)",0.0832304,0.1343875,0.01806,0.0641,0.1034,0.048,0.0,0.0379
MCD43A4_061_Nadir_Reflectance_Band1_doy2012131_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-10,201254.0,0.0,0.9948,"(0.0,0.9948)",0.1058324,0.1723158,0.0296927,0.0685,0.1136,0.0493,0.0,0.0384
MCD43A4_061_Nadir_Reflectance_Band1_doy2012132_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-11,202535.0,0.0,0.9998,"(0.0,0.9998)",0.1091908,0.1775856,0.0315367,0.0693,0.1155,0.0495,0.0,0.0385
MCD43A4_061_Nadir_Reflectance_Band1_doy2012133_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-12,202430.0,0.0,0.9922,"(0.0,0.9922)",0.1085132,0.1765012,0.0311527,0.0693,0.1153,0.0496,0.0,0.0386
MCD43A4_061_Nadir_Reflectance_Band1_doy2012134_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-13,201024.0,0.0,0.9935,"(0.0,0.9935)",0.1051598,0.1716341,0.0294583,0.0692,0.1154,0.0497,0.0,0.0384
MCD43A4_061_Nadir_Reflectance_Band1_doy2012135_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-14,200667.0,0.0,0.9956,"(0.0,0.9956)",0.1047206,0.1706119,0.0291084,0.0693,0.1156,0.0497,0.0,0.0384
MCD43A4_061_Nadir_Reflectance_Band1_doy2012136_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-15,200153.0,0.0,0.9977,"(0.0,0.9977)",0.1050088,0.1711182,0.0292814,0.0694,0.1157,0.0498,0.0,0.0385
MCD43A4_061_Nadir_Reflectance_Band1_doy2012137_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-16,197206.0,0.0,0.9997,"(0.0,0.9997)",0.1078133,0.1750899,0.0306565,0.0703,0.1178,0.05,0.0,0.0386
MCD43A4_061_Nadir_Reflectance_Band1_doy2012138_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-17,199946.0,0.0,0.9975,"(0.0,0.9975)",0.1108294,0.1782704,0.0317803,0.0713,0.1197,0.0507,0.0,0.039
MCD43A4_061_Nadir_Reflectance_Band1_doy2012139_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-18,203005.0,0.0,0.9996,"(0.0,0.9996)",0.1084274,0.1748467,0.0305714,0.0705,0.1189,0.0501,0.0,0.0382
MCD43A4_061_Nadir_Reflectance_Band1_doy2012140_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-19,204717.0,0.0,0.999,"(0.0,0.999)",0.1065891,0.1730522,0.0299471,0.07,0.1187,0.0496,0.0,0.0375
MCD43A4_061_Nadir_Reflectance_Band1_doy2012141_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-20,204229.0,0.0,0.9991,"(0.0,0.9991)",0.1055083,0.1727634,0.0298472,0.0697,0.1193,0.0491,0.0,0.0366
MCD43A4_061_Nadir_Reflectance_Band1_doy2012142_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-21,206266.0,0.0,0.999,"(0.0,0.999)",0.1026165,0.1691104,0.0285983,0.0693,0.1186,0.0489,0.0,0.0364
MCD43A4_061_Nadir_Reflectance_Band1_doy2012143_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-22,205289.0,0.0,0.9988,"(0.0,0.9988)",0.0968083,0.1594077,0.0254108,0.0686,0.1173,0.0487,0.0,0.0361
MCD43A4_061_Nadir_Reflectance_Band1_doy2012144_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-23,200708.0,0.0,0.9992,"(0.0,0.9992)",0.0891948,0.1481843,0.0219586,0.0683,0.1178,0.0486,0.0,0.0353
MCD43A4_061_Nadir_Reflectance_Band1_doy2012145_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-24,198800.0,0.0,0.9998,"(0.0,0.9998)",0.0842874,0.139528,0.0194681,0.0675,0.1161,0.0483,0.0,0.0351
MCD43A4_061_Nadir_Reflectance_Band1_doy2012146_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-25,198861.0,0.0,0.9999,"(0.0,0.9999)",0.0840479,0.1393842,0.019428,0.0675,0.1164,0.0481,0.0,0.0349
MCD43A4_061_Nadir_Reflectance_Band1_doy2012147_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-26,207587.0,0.0003,0.9994,"(0.0003,0.9994)",0.0725216,0.0967839,0.0093671,0.0677,0.1173,0.0478,0.0003,0.0346
MCD43A4_061_Nadir_Reflectance_Band1_doy2012148_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-27,206618.0,0.0003,0.9748,"(0.0003,0.9748)",0.0703387,0.0897175,0.0080492,0.0676,0.1172,0.0477,0.0003,0.0345
MCD43A4_061_Nadir_Reflectance_Band1_doy2012149_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-28,206451.0,0.0001,0.9763,"(0.0001,0.9763)",0.0694658,0.0871796,0.0076003,0.0674,0.1169,0.0476,0.0001,0.0344
MCD43A4_061_Nadir_Reflectance_Band1_doy2012150_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-29,212853.0,0.0,0.9777,"(0.0,0.9777)",0.0701081,0.0884514,0.0078237,0.0678,0.1185,0.0474,0.0,0.034
MCD43A4_061_Nadir_Reflectance_Band1_doy2012151_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-30,212595.0,0.0,0.9791,"(0.0,0.9791)",0.0699145,0.0879783,0.0077402,0.0678,0.1185,0.0474,0.0,0.034
MCD43A4_061_Nadir_Reflectance_Band1_doy2012152_aid0001,Nadir_Reflectance_Band1,aid0001,2012-05-31,213555.0,0.0,0.9804,"(0.0,0.9804)",0.0699576,0.0880412,0.0077513,0.06765,0.1181,0.0473,0.0,0.034
MCD43A4_061_Nadir_Reflectance_Band1_doy2012153_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-01,213357.0,0.0,0.9817,"(0.0,0.9817)",0.0698002,0.0877587,0.0077016,0.0676,0.1181,0.0472,0.0,0.0339
MCD43A4_061_Nadir_Reflectance_Band1_doy2012154_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-02,212293.0,0.0,0.9674,"(0.0,0.9674)",0.0687128,0.0860338,0.0074018,0.0674,0.1181,0.047,0.0,0.0336
MCD43A4_061_Nadir_Reflectance_Band1_doy2012155_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-03,209404.0,0.0,0.9685,"(0.0,0.9685)",0.0663886,0.0819397,0.0067141,0.0666,0.117,0.0465,0.0,0.033
MCD43A4_061_Nadir_Reflectance_Band1_doy2012156_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-04,208958.0,0.0,0.9792,"(0.0,0.9792)",0.0660078,0.0812487,0.0066014,0.0664,0.1163,0.0466,0.0,0.0331
MCD43A4_061_Nadir_Reflectance_Band1_doy2012157_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-05,208866.0,0.0,0.9971,"(0.0,0.9971)",0.0657034,0.0810573,0.0065703,0.066,0.1155,0.0464,0.0,0.033
MCD43A4_061_Nadir_Reflectance_Band1_doy2012158_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-06,208810.0,0.0,0.9927,"(0.0,0.9927)",0.0658217,0.0815477,0.00665,0.0659,0.1151,0.0465,0.0,0.0331
MCD43A4_061_Nadir_Reflectance_Band1_doy2012159_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-07,210106.0,0.0,0.9885,"(0.0,0.9885)",0.0648476,0.0819185,0.0067106,0.0641,0.1107,0.0458,0.0,0.033
MCD43A4_061_Nadir_Reflectance_Band1_doy2012160_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-08,212546.0,0.0,0.9855,"(0.0,0.9855)",0.0635003,0.0815594,0.0066519,0.0617,0.105,0.0449,0.0,0.0328
MCD43A4_061_Nadir_Reflectance_Band1_doy2012161_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-09,222102.0,0.0,0.9957,"(0.0,0.9957)",0.0702579,0.0953538,0.0090924,0.0635,0.1097,0.0453,0.0,0.0327
MCD43A4_061_Nadir_Reflectance_Band1_doy2012162_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-10,226452.0,0.0,0.9993,"(0.0,0.9993)",0.070959,0.0963939,0.0092918,0.064,0.1118,0.0451,0.0,0.0321
MCD43A4_061_Nadir_Reflectance_Band1_doy2012163_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-11,218996.0,0.0,0.9737,"(0.0,0.9737)",0.0604387,0.0730262,0.0053328,0.0613,0.1061,0.0438,0.0,0.0314
MCD43A4_061_Nadir_Reflectance_Band1_doy2012164_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-12,219488.0,0.0,0.9739,"(0.0,0.9739)",0.0606497,0.0729586,0.005323,0.0615,0.1063,0.0441,0.0,0.0316
MCD43A4_061_Nadir_Reflectance_Band1_doy2012165_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-13,219557.0,0.0,0.9793,"(0.0,0.9793)",0.060755,0.0731097,0.005345,0.0616,0.1066,0.0441,0.0,0.0316
MCD43A4_061_Nadir_Reflectance_Band1_doy2012166_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-14,214639.0,0.0,0.9788,"(0.0,0.9788)",0.060027,0.0719966,0.0051835,0.0611,0.1052,0.0439,0.0,0.0317
MCD43A4_061_Nadir_Reflectance_Band1_doy2012167_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-15,220855.0,0.0,0.9846,"(0.0,0.9846)",0.0621668,0.0765572,0.005861,0.0617,0.1068,0.044,0.0,0.0316
MCD43A4_061_Nadir_Reflectance_Band1_doy2012168_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-16,225113.0,0.0,0.9856,"(0.0,0.9856)",0.0657699,0.0835327,0.0069777,0.0629,0.1094,0.0446,0.0,0.0319
MCD43A4_061_Nadir_Reflectance_Band1_doy2012169_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-17,225132.0,0.0,0.9786,"(0.0,0.9786)",0.0658139,0.0834584,0.0069653,0.063,0.1096,0.0446,0.0,0.0319
MCD43A4_061_Nadir_Reflectance_Band1_doy2012170_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-18,224848.0,0.0,0.9717,"(0.0,0.9717)",0.064851,0.0809453,0.0065521,0.0628,0.1091,0.0445,0.0,0.0319
MCD43A4_061_Nadir_Reflectance_Band1_doy2012171_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-19,224863.0,0.0,0.9661,"(0.0,0.9661)",0.0648162,0.0807198,0.0065157,0.0628,0.1091,0.0445,0.0,0.0319
MCD43A4_061_Nadir_Reflectance_Band1_doy2012172_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-20,228740.0,0.0,0.9978,"(0.0,0.9978)",0.0675747,0.0863145,0.0074502,0.0636,0.111,0.0448,0.0,0.032
MCD43A4_061_Nadir_Reflectance_Band1_doy2012173_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-21,229117.0,0.0,0.9889,"(0.0,0.9889)",0.068055,0.0857549,0.0073539,0.0642,0.1116,0.0455,0.0,0.0326
MCD43A4_061_Nadir_Reflectance_Band1_doy2012174_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-22,231382.0,0.0,0.9982,"(0.0,0.9982)",0.0694766,0.0869461,0.0075596,0.0653,0.1128,0.0465,0.0,0.0336
MCD43A4_061_Nadir_Reflectance_Band1_doy2012175_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-23,233976.0,0.0003,0.9897,"(0.0003,0.9897)",0.0714501,0.088031,0.0077495,0.0667,0.1148,0.0477,0.0003,0.0346
MCD43A4_061_Nadir_Reflectance_Band1_doy2012176_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-24,233347.0,0.0,0.9846,"(0.0,0.9846)",0.0710586,0.0869995,0.0075689,0.0668,0.1149,0.0478,0.0,0.0347
MCD43A4_061_Nadir_Reflectance_Band1_doy2012177_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-25,228148.0,0.0,0.9794,"(0.0,0.9794)",0.0658984,0.0764953,0.0058515,0.0653,0.1113,0.0472,0.0,0.0346
MCD43A4_061_Nadir_Reflectance_Band1_doy2012178_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-26,223180.0,0.0,0.9824,"(0.0,0.9824)",0.0649228,0.0729756,0.0053254,0.0649,0.1084,0.048,0.0,0.0359
MCD43A4_061_Nadir_Reflectance_Band1_doy2012179_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-27,222451.0,0.0,0.9805,"(0.0,0.9805)",0.0645479,0.0720141,0.005186,0.0649,0.1081,0.0481,0.0,0.0361
MCD43A4_061_Nadir_Reflectance_Band1_doy2012180_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-28,221390.0,0.0,0.98,"(0.0,0.98)",0.0646823,0.0728944,0.0053136,0.0647,0.1076,0.048,0.0,0.0361
MCD43A4_061_Nadir_Reflectance_Band1_doy2012181_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-29,221244.0,0.0,0.9759,"(0.0,0.9759)",0.0645143,0.0723344,0.0052323,0.0647,0.1076,0.048,0.0,0.0361
MCD43A4_061_Nadir_Reflectance_Band1_doy2012182_aid0001,Nadir_Reflectance_Band1,aid0001,2012-06-30,223080.0,0.0,0.9709,"(0.0,0.9709)",0.0641086,0.0727681,0.0052952,0.0642,0.1072,0.0475,0.0,0.0355
MCD43A4_061_Nadir_Reflectance_Band1_doy2012183_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-01,216549.0,0.0,0.9666,"(0.0,0.9666)",0.063572,0.0701556,0.0049218,0.0644,0.1064,0.0481,0.0,0.0364
MCD43A4_061_Nadir_Reflectance_Band1_doy2012184_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-02,216536.0,0.0,0.9638,"(0.0,0.9638)",0.0613376,0.0662351,0.0043871,0.0636,0.105,0.0477,0.0,0.036
MCD43A4_061_Nadir_Reflectance_Band1_doy2012185_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-03,217272.0,0.0,0.9608,"(0.0,0.9608)",0.0607858,0.066341,0.0044011,0.063,0.1044,0.0471,0.0,0.0354
MCD43A4_061_Nadir_Reflectance_Band1_doy2012186_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-04,218148.0,0.0,0.958,"(0.0,0.958)",0.061559,0.0684033,0.004679,0.0631,0.1048,0.047,0.0,0.0353
MCD43A4_061_Nadir_Reflectance_Band1_doy2012187_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-05,230866.0,0.0,0.9636,"(0.0,0.9636)",0.0619065,0.0690893,0.0047733,0.0634,0.1063,0.0468,0.0,0.0348
MCD43A4_061_Nadir_Reflectance_Band1_doy2012188_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-06,226311.0,0.0,0.9691,"(0.0,0.9691)",0.0592809,0.0614374,0.0037746,0.0631,0.1051,0.047,0.0,0.0351
MCD43A4_061_Nadir_Reflectance_Band1_doy2012189_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-07,228001.0,0.0,0.9743,"(0.0,0.9743)",0.0583136,0.0624247,0.0038968,0.062,0.1044,0.0454,0.0,0.0337
MCD43A4_061_Nadir_Reflectance_Band1_doy2012190_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-08,224566.0,0.0,0.9726,"(0.0,0.9726)",0.0554221,0.0593406,0.0035213,0.0602,0.1037,0.0435,0.0,0.0312
MCD43A4_061_Nadir_Reflectance_Band1_doy2012191_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-09,219827.0,0.0,0.9846,"(0.0,0.9846)",0.0529778,0.0564051,0.0031815,0.0589,0.1037,0.0411,0.0,0.029
MCD43A4_061_Nadir_Reflectance_Band1_doy2012192_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-10,229124.0,0.0,0.9811,"(0.0,0.9811)",0.0530667,0.056237,0.0031626,0.0591,0.1041,0.0412,0.0,0.0291
MCD43A4_061_Nadir_Reflectance_Band1_doy2012193_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-11,248299.0,0.0,0.9776,"(0.0,0.9776)",0.0604784,0.0693064,0.0048034,0.0627,0.1102,0.0435,0.0,0.031
MCD43A4_061_Nadir_Reflectance_Band1_doy2012194_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-12,248218.0,0.0,0.9751,"(0.0,0.9751)",0.0604707,0.0689453,0.0047535,0.0631,0.1111,0.0436,0.0,0.0311
MCD43A4_061_Nadir_Reflectance_Band1_doy2012195_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-13,248252.0,0.0,0.9734,"(0.0,0.9734)",0.0604024,0.0687394,0.0047251,0.063,0.1108,0.0436,0.0,0.0311
MCD43A4_061_Nadir_Reflectance_Band1_doy2012196_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-14,248224.0,0.0,0.9715,"(0.0,0.9715)",0.060379,0.0687379,0.0047249,0.0631,0.1112,0.0436,0.0,0.031
MCD43A4_061_Nadir_Reflectance_Band1_doy2012197_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-15,248465.0,0.0,0.9696,"(0.0,0.9696)",0.0605033,0.0690045,0.0047616,0.0632,0.1115,0.0435,0.0,0.031
MCD43A4_061_Nadir_Reflectance_Band1_doy2012198_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-16,250706.0,0.0003,0.9676,"(0.0003,0.9676)",0.0613672,0.0696077,0.0048452,0.0645,0.1147,0.0439,0.0003,0.031
MCD43A4_061_Nadir_Reflectance_Band1_doy2012199_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-17,251315.0,0.0,0.9655,"(0.0,0.9655)",0.0620742,0.0697103,0.0048595,0.0657,0.1173,0.0445,0.0,0.0313
MCD43A4_061_Nadir_Reflectance_Band1_doy2012200_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-18,251474.0,0.0,0.9639,"(0.0,0.9639)",0.0619358,0.0690022,0.0047613,0.0657,0.1171,0.0446,0.0,0.0314
MCD43A4_061_Nadir_Reflectance_Band1_doy2012201_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-19,253149.0,0.0002,0.9473,"(0.0002,0.9473)",0.0634687,0.0715401,0.005118,0.0673,0.1208,0.0452,0.0002,0.0316
MCD43A4_061_Nadir_Reflectance_Band1_doy2012202_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-20,255081.0,0.0003,0.9875,"(0.0003,0.9875)",0.0652245,0.0760272,0.0057801,0.0672,0.1201,0.0452,0.0003,0.0319
MCD43A4_061_Nadir_Reflectance_Band1_doy2012203_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-21,254700.0,0.0002,0.9823,"(0.0002,0.9823)",0.0650442,0.0760646,0.0057858,0.0671,0.1199,0.0452,0.0002,0.0319
MCD43A4_061_Nadir_Reflectance_Band1_doy2012204_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-22,254846.0,0.0002,0.9771,"(0.0002,0.9771)",0.0650898,0.0763102,0.0058232,0.0671,0.1199,0.0452,0.0002,0.0319
MCD43A4_061_Nadir_Reflectance_Band1_doy2012205_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-23,254892.0,0.0,0.972,"(0.0,0.972)",0.065213,0.0755642,0.0057099,0.0678,0.1213,0.0456,0.0,0.0321
MCD43A4_061_Nadir_Reflectance_Band1_doy2012206_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-24,255370.0,0.0,0.9668,"(0.0,0.9668)",0.0653853,0.0760208,0.0057792,0.068,0.122,0.0456,0.0,0.032
MCD43A4_061_Nadir_Reflectance_Band1_doy2012207_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-25,255570.0,0.0007,0.9937,"(0.0007,0.9937)",0.0650378,0.0753961,0.0056846,0.0679,0.1222,0.0453,0.0007,0.0317
MCD43A4_061_Nadir_Reflectance_Band1_doy2012208_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-26,255391.0,0.0002,0.9858,"(0.0002,0.9858)",0.0648889,0.0748565,0.0056035,0.0681,0.1227,0.0454,0.0002,0.0317
MCD43A4_061_Nadir_Reflectance_Band1_doy2012209_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-27,252336.0,0.0,0.9614,"(0.0,0.9614)",0.0621622,0.0692713,0.0047985,0.0668,0.1199,0.0448,0.0,0.0314
MCD43A4_061_Nadir_Reflectance_Band1_doy2012210_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-28,252361.0,0.0,0.9617,"(0.0,0.9617)",0.0619894,0.0689247,0.0047506,0.0667,0.1198,0.0447,0.0,0.0313
MCD43A4_061_Nadir_Reflectance_Band1_doy2012211_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-29,252446.0,0.0,0.9619,"(0.0,0.9619)",0.0620801,0.0695992,0.004844,0.0667,0.1198,0.0447,0.0,0.0313
MCD43A4_061_Nadir_Reflectance_Band1_doy2012212_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-30,252377.0,0.0,0.962,"(0.0,0.962)",0.0620651,0.069861,0.0048806,0.0666,0.1195,0.0446,0.0,0.0313
MCD43A4_061_Nadir_Reflectance_Band1_doy2012213_aid0001,Nadir_Reflectance_Band1,aid0001,2012-07-31,254575.0,0.0,0.9619,"(0.0,0.9619)",0.0626909,0.070518,0.0049728,0.0673,0.1213,0.0448,0.0,0.0313
MCD43A4_061_Nadir_Reflectance_Band1_doy2012214_aid0001,Nadir_Reflectance_Band1,aid0001,2012-08-01,255068.0,0.0,0.9123,"(0.0,0.9123)",0.0621706,0.0693125,0.0048042,0.067,0.1208,0.0445,0.0,0.0311
